feature,dtype,missing_pct,is_constant,is_near_constant,is_leakage,target_corr,redundant_with,decision,reason
PREV_DAYS_FIRST_DUE_SUM,float64,5.35,False,False,False,-0.0195,PREV_DAYS_FIRST_DUE_MAX (corr=0.985),keep,"missing=5.4%; target_corr=-0.020; redundant_with=[PREV_DAYS_FIRST_DUE_MAX (corr=0.985)] (kept, monitor for linear models)"
PREV_DAYS_LAST_DUE_1ST_VERSION_MAX,float64,5.77,False,False,False,0.019,,keep,missing=5.8%; target_corr=0.019
PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN,float64,5.77,False,False,False,0.0303,,keep,missing=5.8%; target_corr=0.030
PREV_DAYS_LAST_DUE_1ST_VERSION_MIN,float64,5.77,False,False,False,0.0144,PREV_DAYS_FIRST_DRAWING_MAX (corr=0.955),keep,"missing=5.8%; target_corr=0.014; redundant_with=[PREV_DAYS_FIRST_DRAWING_MAX (corr=0.955)] (kept, monitor for linear models)"
PREV_DAYS_LAST_DUE_1ST_VERSION_STD,float64,31.66,False,False,False,0.04,PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN (corr=0.972); PREV_DAYS_LAST_DUE_1ST_VERSION_MAX (corr=0.965); PREV_DAYS_LAST_DUE_1ST_VERSION_SUM (corr=0.961),keep,"missing=31.7%; target_corr=0.040; redundant_with=[PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN (corr=0.972); PREV_DAYS_LAST_DUE_1ST_VERSION_MAX (corr=0.965); PREV_DAYS_LAST_DUE_1ST_VERSION_SUM (corr=0.961)] (kept, monitor for linear models)"
PREV_DAYS_LAST_DUE_1ST_VERSION_SUM,float64,5.35,False,False,False,0.0198,PREV_DAYS_LAST_DUE_1ST_VERSION_MAX (corr=0.996),keep,"missing=5.4%; target_corr=0.020; redundant_with=[PREV_DAYS_LAST_DUE_1ST_VERSION_MAX (corr=0.996)] (kept, monitor for linear models)"
PREV_DAYS_LAST_DUE_MAX,float64,5.77,False,False,False,0.0073,,keep,missing=5.8%; target_corr=0.007
PREV_DAYS_LAST_DUE_MEAN,float64,5.77,False,False,False,0.0266,,keep,missing=5.8%; target_corr=0.027
PREV_DAYS_LAST_DUE_MIN,float64,5.77,False,False,False,0.0252,,keep,missing=5.8%; target_corr=0.025
PREV_DAYS_LAST_DUE_STD,float64,31.66,False,False,False,0.0175,,keep,missing=31.7%; target_corr=0.018
PREV_DAYS_LAST_DUE_SUM,float64,5.35,False,False,False,0.0098,,keep,missing=5.4%; target_corr=0.010
PREV_DAYS_TERMINATION_MAX,float64,5.77,False,False,False,0.0062,,keep,missing=5.8%; target_corr=0.006
PREV_DAYS_TERMINATION_MEAN,float64,5.77,False,False,False,0.0256,,keep,missing=5.8%; target_corr=0.026
PREV_DAYS_TERMINATION_MIN,float64,5.77,False,False,False,0.0246,,keep,missing=5.8%; target_corr=0.025
PREV_DAYS_TERMINATION_STD,float64,31.66,False,False,False,0.0171,,keep,missing=31.7%; target_corr=0.017
PREV_DAYS_TERMINATION_SUM,float64,5.35,False,False,False,0.0086,,keep,missing=5.4%; target_corr=0.009
PREV_FLAG_LAST_APPL_PER_CONTRACT_NUNIQUE,float64,5.35,False,False,False,0.0061,,keep,missing=5.4%; target_corr=0.006
PREV_HOUR_APPR_PROCESS_START_MAX,float64,5.35,False,False,False,-0.0312,,keep,missing=5.4%; target_corr=-0.031
PREV_HOUR_APPR_PROCESS_START_MEAN,float64,5.35,False,False,False,-0.0372,,keep,missing=5.4%; target_corr=-0.037
PREV_HOUR_APPR_PROCESS_START_MIN,float64,5.35,False,False,False,-0.033,,keep,missing=5.4%; target_corr=-0.033
PREV_HOUR_APPR_PROCESS_START_STD,float64,22.43,False,False,False,-0.008,,keep,missing=22.4%; target_corr=-0.008
PREV_HOUR_APPR_PROCESS_START_SUM,float64,5.35,False,False,False,0.0115,,keep,missing=5.4%; target_corr=0.012
PREV_INST_AMT_INSTALMENT_MAX_MAX,float64,5.89,False,False,False,0.0029,,keep,missing=5.9%; target_corr=0.003
PREV_INST_AMT_INSTALMENT_MAX_MEAN,float64,5.89,False,False,False,0.0034,,keep,missing=5.9%; target_corr=0.003
PREV_INST_AMT_INSTALMENT_MEAN_MAX,float64,5.89,False,False,False,-0.0071,,keep,missing=5.9%; target_corr=-0.007
PREV_INST_AMT_INSTALMENT_MEAN_MEAN,float64,5.89,False,False,False,-0.0118,,keep,missing=5.9%; target_corr=-0.012
PREV_INST_AMT_INSTALMENT_MIN_MAX,float64,5.89,False,False,False,-0.0105,,keep,missing=5.9%; target_corr=-0.011
PREV_INST_AMT_INSTALMENT_MIN_MEAN,float64,5.89,False,False,False,-0.0178,,keep,missing=5.9%; target_corr=-0.018
PREV_INST_AMT_INSTALMENT_STD_MAX,float64,6.12,False,False,False,0.0051,,keep,missing=6.1%; target_corr=0.005
PREV_INST_AMT_INSTALMENT_STD_MEAN,float64,6.12,False,False,False,0.0063,,keep,missing=6.1%; target_corr=0.006
PREV_INST_AMT_INSTALMENT_SUM_MAX,float64,5.89,False,False,False,-0.0177,,keep,missing=5.9%; target_corr=-0.018
PREV_INST_AMT_INSTALMENT_SUM_MEAN,float64,5.89,False,False,False,-0.0171,,keep,missing=5.9%; target_corr=-0.017
PREV_INST_AMT_PAYMENT_MAX_MAX,float64,5.89,False,False,False,0.002,PREV_INST_AMT_INSTALMENT_MAX_MAX (corr=0.999),keep,"missing=5.9%; target_corr=0.002; redundant_with=[PREV_INST_AMT_INSTALMENT_MAX_MAX (corr=0.999)] (kept, monitor for linear models)"
PREV_INST_AMT_PAYMENT_MAX_MEAN,float64,5.89,False,False,False,0.0026,PREV_INST_AMT_INSTALMENT_MAX_MEAN (corr=0.999),keep,"missing=5.9%; target_corr=0.003; redundant_with=[PREV_INST_AMT_INSTALMENT_MAX_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_INST_AMT_PAYMENT_MEAN_MAX,float64,5.89,False,False,False,-0.01,PREV_INST_AMT_INSTALMENT_MEAN_MAX (corr=0.989),keep,"missing=5.9%; target_corr=-0.010; redundant_with=[PREV_INST_AMT_INSTALMENT_MEAN_MAX (corr=0.989)] (kept, monitor for linear models)"
PREV_INST_AMT_PAYMENT_MEAN_MEAN,float64,5.89,False,False,False,-0.0153,PREV_INST_AMT_INSTALMENT_MEAN_MEAN (corr=0.989),keep,"missing=5.9%; target_corr=-0.015; redundant_with=[PREV_INST_AMT_INSTALMENT_MEAN_MEAN (corr=0.989)] (kept, monitor for linear models)"
PREV_INST_AMT_PAYMENT_MIN_MAX,float64,5.89,False,False,False,-0.0137,PREV_INST_AMT_INSTALMENT_MIN_MAX (corr=0.986),keep,"missing=5.9%; target_corr=-0.014; redundant_with=[PREV_INST_AMT_INSTALMENT_MIN_MAX (corr=0.986)] (kept, monitor for linear models)"
PREV_INST_AMT_PAYMENT_MIN_MEAN,float64,5.89,False,False,False,-0.0235,PREV_INST_AMT_INSTALMENT_MIN_MEAN (corr=0.973),keep,"missing=5.9%; target_corr=-0.023; redundant_with=[PREV_INST_AMT_INSTALMENT_MIN_MEAN (corr=0.973)] (kept, monitor for linear models)"
PREV_INST_AMT_PAYMENT_STD_MAX,float64,6.12,False,False,False,0.0037,PREV_INST_AMT_INSTALMENT_STD_MAX (corr=0.991),keep,"missing=6.1%; target_corr=0.004; redundant_with=[PREV_INST_AMT_INSTALMENT_STD_MAX (corr=0.991)] (kept, monitor for linear models)"
PREV_INST_AMT_PAYMENT_STD_MEAN,float64,6.12,False,False,False,0.0059,PREV_INST_AMT_INSTALMENT_STD_MEAN (corr=0.992),keep,"missing=6.1%; target_corr=0.006; redundant_with=[PREV_INST_AMT_INSTALMENT_STD_MEAN (corr=0.992)] (kept, monitor for linear models)"
PREV_INST_AMT_PAYMENT_SUM_MAX,float64,5.89,False,False,False,-0.025,PREV_INST_AMT_INSTALMENT_SUM_MAX (corr=0.958),keep,"missing=5.9%; target_corr=-0.025; redundant_with=[PREV_INST_AMT_INSTALMENT_SUM_MAX (corr=0.958)] (kept, monitor for linear models)"
PREV_INST_AMT_PAYMENT_SUM_MEAN,float64,5.89,False,False,False,-0.0242,PREV_INST_AMT_INSTALMENT_SUM_MEAN (corr=0.969),keep,"missing=5.9%; target_corr=-0.024; redundant_with=[PREV_INST_AMT_INSTALMENT_SUM_MEAN (corr=0.969)] (kept, monitor for linear models)"
PREV_INST_COUNT_MAX,float64,5.89,False,False,False,-0.0031,PREV_INST_NUM_INSTALMENT_NUMBER_MEAN_MAX (corr=0.983),keep,"missing=5.9%; target_corr=-0.003; redundant_with=[PREV_INST_NUM_INSTALMENT_NUMBER_MEAN_MAX (corr=0.983)] (kept, monitor for linear models)"
PREV_INST_COUNT_MEAN,float64,5.89,False,False,False,0.0045,PREV_INST_NUM_INSTALMENT_NUMBER_MEAN_MEAN (corr=0.969),keep,"missing=5.9%; target_corr=0.004; redundant_with=[PREV_INST_NUM_INSTALMENT_NUMBER_MEAN_MEAN (corr=0.969)] (kept, monitor for linear models)"
PREV_INST_DAYS_ENTRY_PAYMENT_MAX_MAX,float64,5.89,False,False,False,0.0006,PREV_INST_DAYS_INSTALMENT_MAX_MAX (corr=0.997); PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MAX (corr=0.951); PREV_INST_DAYS_INSTALMENT_MEAN_MAX (corr=0.950),keep,"missing=5.9%; target_corr=0.001; redundant_with=[PREV_INST_DAYS_INSTALMENT_MAX_MAX (corr=0.997); PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MAX (corr=0.951); PREV_INST_DAYS_INSTALMENT_MEAN_MAX (corr=0.950)] (kept, monitor for linear models)"
PREV_INST_DAYS_ENTRY_PAYMENT_MAX_MEAN,float64,5.89,False,False,False,0.0375,PREV_INST_DAYS_INSTALMENT_MAX_MEAN (corr=0.997); PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MEAN (corr=0.975); PREV_INST_DAYS_INSTALMENT_MEAN_MEAN (corr=0.974); PREV_POS_MONTHS_BALANCE_MAX_MEAN (corr=0.966); PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.965),keep,"missing=5.9%; target_corr=0.037; redundant_with=[PREV_INST_DAYS_INSTALMENT_MAX_MEAN (corr=0.997); PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MEAN (corr=0.975); PREV_INST_DAYS_INSTALMENT_MEAN_MEAN (corr=0.974); PREV_POS_MONTHS_BALANCE_MAX_MEAN (corr=0.966); PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.965)] (kept, monitor for linear models)"
PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MAX,float64,5.89,False,False,False,0.0033,PREV_INST_DAYS_INSTALMENT_MEAN_MAX (corr=1.000); PREV_INST_DAYS_INSTALMENT_MIN_MAX (corr=0.974); PREV_INST_DAYS_INSTALMENT_MAX_MAX (corr=0.954),keep,"missing=5.9%; target_corr=0.003; redundant_with=[PREV_INST_DAYS_INSTALMENT_MEAN_MAX (corr=1.000); PREV_INST_DAYS_INSTALMENT_MIN_MAX (corr=0.974); PREV_INST_DAYS_INSTALMENT_MAX_MAX (corr=0.954)] (kept, monitor for linear models)"
PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MEAN,float64,5.89,False,False,False,0.0396,PREV_INST_DAYS_INSTALMENT_MEAN_MEAN (corr=1.000); PREV_INST_DAYS_INSTALMENT_MIN_MEAN (corr=0.983); PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.982); PREV_INST_DAYS_INSTALMENT_MAX_MEAN (corr=0.978); PREV_POS_MONTHS_BALANCE_MIN_MEAN (corr=0.977); PREV_POS_MONTHS_BALANCE_MAX_MEAN (corr=0.967),keep,"missing=5.9%; target_corr=0.040; redundant_with=[PREV_INST_DAYS_INSTALMENT_MEAN_MEAN (corr=1.000); PREV_INST_DAYS_INSTALMENT_MIN_MEAN (corr=0.983); PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.982); PREV_INST_DAYS_INSTALMENT_MAX_MEAN (corr=0.978); PREV_POS_MONTHS_BALANCE_MIN_MEAN (corr=0.977); PREV_POS_MONTHS_BALANCE_MAX_MEAN (corr=0.967)] (kept, monitor for linear models)"
PREV_INST_DAYS_ENTRY_PAYMENT_MIN_MAX,float64,5.89,False,False,False,0.0049,PREV_INST_DAYS_INSTALMENT_MIN_MAX (corr=1.000); PREV_INST_DAYS_INSTALMENT_MEAN_MAX (corr=0.975); PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MAX (corr=0.974); PREV_POS_MONTHS_BALANCE_MIN_MAX (corr=0.964); PREV_POS_MONTHS_BALANCE_MEAN_MAX (corr=0.952),keep,"missing=5.9%; target_corr=0.005; redundant_with=[PREV_INST_DAYS_INSTALMENT_MIN_MAX (corr=1.000); PREV_INST_DAYS_INSTALMENT_MEAN_MAX (corr=0.975); PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MAX (corr=0.974); PREV_POS_MONTHS_BALANCE_MIN_MAX (corr=0.964); PREV_POS_MONTHS_BALANCE_MEAN_MAX (corr=0.952)] (kept, monitor for linear models)"
PREV_INST_DAYS_ENTRY_PAYMENT_MIN_MEAN,float64,5.89,False,False,False,0.0393,PREV_INST_DAYS_INSTALMENT_MIN_MEAN (corr=1.000); PREV_INST_DAYS_INSTALMENT_MEAN_MEAN (corr=0.983); PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MEAN (corr=0.983); PREV_POS_MONTHS_BALANCE_MIN_MEAN (corr=0.979); PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.971),keep,"missing=5.9%; target_corr=0.039; redundant_with=[PREV_INST_DAYS_INSTALMENT_MIN_MEAN (corr=1.000); PREV_INST_DAYS_INSTALMENT_MEAN_MEAN (corr=0.983); PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MEAN (corr=0.983); PREV_POS_MONTHS_BALANCE_MIN_MEAN (corr=0.979); PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.971)] (kept, monitor for linear models)"
PREV_INST_DAYS_ENTRY_PAYMENT_STD_MAX,float64,6.12,False,False,False,-0.017,PREV_INST_DAYS_INSTALMENT_STD_MAX (corr=0.988),keep,"missing=6.1%; target_corr=-0.017; redundant_with=[PREV_INST_DAYS_INSTALMENT_STD_MAX (corr=0.988)] (kept, monitor for linear models)"
PREV_INST_DAYS_ENTRY_PAYMENT_STD_MEAN,float64,6.12,False,False,False,-0.0114,PREV_INST_DAYS_INSTALMENT_STD_MEAN (corr=0.980),keep,"missing=6.1%; target_corr=-0.011; redundant_with=[PREV_INST_DAYS_INSTALMENT_STD_MEAN (corr=0.980)] (kept, monitor for linear models)"
PREV_INST_DAYS_ENTRY_PAYMENT_SUM_MAX,float64,5.89,False,False,False,0.0009,PREV_INST_DAYS_INSTALMENT_SUM_MAX (corr=1.000),keep,"missing=5.9%; target_corr=0.001; redundant_with=[PREV_INST_DAYS_INSTALMENT_SUM_MAX (corr=1.000)] (kept, monitor for linear models)"
PREV_INST_DAYS_ENTRY_PAYMENT_SUM_MEAN,float64,5.89,False,False,False,0.0206,PREV_INST_DAYS_INSTALMENT_SUM_MEAN (corr=1.000),keep,"missing=5.9%; target_corr=0.021; redundant_with=[PREV_INST_DAYS_INSTALMENT_SUM_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_INST_DAYS_INSTALMENT_MAX_MAX,float64,5.89,False,False,False,-0.0004,PREV_INST_DAYS_INSTALMENT_MEAN_MAX (corr=0.954),keep,"missing=5.9%; target_corr=-0.000; redundant_with=[PREV_INST_DAYS_INSTALMENT_MEAN_MAX (corr=0.954)] (kept, monitor for linear models)"
PREV_INST_DAYS_INSTALMENT_MAX_MEAN,float64,5.89,False,False,False,0.0367,PREV_INST_DAYS_INSTALMENT_MEAN_MEAN (corr=0.978); PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.965); PREV_POS_MONTHS_BALANCE_MAX_MEAN (corr=0.964),keep,"missing=5.9%; target_corr=0.037; redundant_with=[PREV_INST_DAYS_INSTALMENT_MEAN_MEAN (corr=0.978); PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.965); PREV_POS_MONTHS_BALANCE_MAX_MEAN (corr=0.964)] (kept, monitor for linear models)"
PREV_INST_DAYS_INSTALMENT_MEAN_MAX,float64,5.89,False,False,False,0.0026,,keep,missing=5.9%; target_corr=0.003
PREV_INST_DAYS_INSTALMENT_MEAN_MEAN,float64,5.89,False,False,False,0.039,PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.982); PREV_POS_MONTHS_BALANCE_MIN_MEAN (corr=0.978); PREV_POS_MONTHS_BALANCE_MAX_MEAN (corr=0.967),keep,"missing=5.9%; target_corr=0.039; redundant_with=[PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.982); PREV_POS_MONTHS_BALANCE_MIN_MEAN (corr=0.978); PREV_POS_MONTHS_BALANCE_MAX_MEAN (corr=0.967)] (kept, monitor for linear models)"
PREV_INST_DAYS_INSTALMENT_MIN_MAX,float64,5.89,False,False,False,0.0046,PREV_INST_DAYS_INSTALMENT_MEAN_MAX (corr=0.975); PREV_POS_MONTHS_BALANCE_MIN_MAX (corr=0.966); PREV_POS_MONTHS_BALANCE_MEAN_MAX (corr=0.953),keep,"missing=5.9%; target_corr=0.005; redundant_with=[PREV_INST_DAYS_INSTALMENT_MEAN_MAX (corr=0.975); PREV_POS_MONTHS_BALANCE_MIN_MAX (corr=0.966); PREV_POS_MONTHS_BALANCE_MEAN_MAX (corr=0.953)] (kept, monitor for linear models)"
PREV_INST_DAYS_INSTALMENT_MIN_MEAN,float64,5.89,False,False,False,0.0391,PREV_INST_DAYS_INSTALMENT_MEAN_MEAN (corr=0.983); PREV_POS_MONTHS_BALANCE_MIN_MEAN (corr=0.979); PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.971),keep,"missing=5.9%; target_corr=0.039; redundant_with=[PREV_INST_DAYS_INSTALMENT_MEAN_MEAN (corr=0.983); PREV_POS_MONTHS_BALANCE_MIN_MEAN (corr=0.979); PREV_POS_MONTHS_BALANCE_MEAN_MEAN (corr=0.971)] (kept, monitor for linear models)"
PREV_INST_DAYS_INSTALMENT_STD_MAX,float64,6.12,False,False,False,-0.0176,,keep,missing=6.1%; target_corr=-0.018
PREV_INST_DAYS_INSTALMENT_STD_MEAN,float64,6.12,False,False,False,-0.013,,keep,missing=6.1%; target_corr=-0.013
PREV_INST_DAYS_INSTALMENT_SUM_MAX,float64,5.89,False,False,False,0.0006,,keep,missing=5.9%; target_corr=0.001
PREV_INST_DAYS_INSTALMENT_SUM_MEAN,float64,5.89,False,False,False,0.0203,,keep,missing=5.9%; target_corr=0.020
PREV_INST_NUM_INSTALMENT_NUMBER_MAX_MAX,float64,5.89,False,False,False,0.0199,,keep,missing=5.9%; target_corr=0.020
PREV_INST_NUM_INSTALMENT_NUMBER_MAX_MEAN,float64,5.89,False,False,False,0.0333,,keep,missing=5.9%; target_corr=0.033
PREV_INST_NUM_INSTALMENT_NUMBER_MEAN_MAX,float64,5.89,False,False,False,0.0023,,keep,missing=5.9%; target_corr=0.002
PREV_INST_NUM_INSTALMENT_NUMBER_MEAN_MEAN,float64,5.89,False,False,False,0.0123,,keep,missing=5.9%; target_corr=0.012
PREV_INST_NUM_INSTALMENT_NUMBER_STD_MAX,float64,6.12,False,False,False,0.0225,PREV_INST_NUM_INSTALMENT_NUMBER_MAX_MAX (corr=0.981),keep,"missing=6.1%; target_corr=0.023; redundant_with=[PREV_INST_NUM_INSTALMENT_NUMBER_MAX_MAX (corr=0.981)] (kept, monitor for linear models)"
PREV_INST_NUM_INSTALMENT_NUMBER_STD_MEAN,float64,6.12,False,False,False,0.0363,PREV_INST_NUM_INSTALMENT_NUMBER_MAX_MEAN (corr=0.970),keep,"missing=6.1%; target_corr=0.036; redundant_with=[PREV_INST_NUM_INSTALMENT_NUMBER_MAX_MEAN (corr=0.970)] (kept, monitor for linear models)"
PREV_INST_NUM_INSTALMENT_NUMBER_SUM_MAX,float64,5.89,False,False,False,-0.0065,,keep,missing=5.9%; target_corr=-0.007
PREV_INST_NUM_INSTALMENT_NUMBER_SUM_MEAN,float64,5.89,False,False,False,-0.0041,,keep,missing=5.9%; target_corr=-0.004
PREV_INST_NUM_INSTALMENT_VERSION_MAX_MAX,float64,5.89,False,False,False,-0.0213,,keep,missing=5.9%; target_corr=-0.021
PREV_INST_NUM_INSTALMENT_VERSION_MAX_MEAN,float64,5.89,False,False,False,-0.019,,keep,missing=5.9%; target_corr=-0.019
PREV_INST_NUM_INSTALMENT_VERSION_MEAN_MAX,float64,5.89,False,False,False,-0.0275,,keep,missing=5.9%; target_corr=-0.027
PREV_INST_NUM_INSTALMENT_VERSION_MEAN_MEAN,float64,5.89,False,False,False,-0.0346,,keep,missing=5.9%; target_corr=-0.035
PREV_INST_NUM_INSTALMENT_VERSION_MIN_MAX,float64,5.89,False,False,False,-0.0056,,keep,missing=5.9%; target_corr=-0.006
PREV_INST_NUM_INSTALMENT_VERSION_MIN_MEAN,float64,5.89,False,False,False,-0.0387,,keep,missing=5.9%; target_corr=-0.039
PREV_INST_NUM_INSTALMENT_VERSION_STD_MAX,float64,6.12,False,False,False,-0.0217,,keep,missing=6.1%; target_corr=-0.022
PREV_INST_NUM_INSTALMENT_VERSION_STD_MEAN,float64,6.12,False,False,False,-0.0153,PREV_INST_NUM_INSTALMENT_VERSION_MAX_MEAN (corr=0.957),keep,"missing=6.1%; target_corr=-0.015; redundant_with=[PREV_INST_NUM_INSTALMENT_VERSION_MAX_MEAN (corr=0.957)] (kept, monitor for linear models)"
PREV_INST_NUM_INSTALMENT_VERSION_SUM_MAX,float64,5.89,False,False,False,-0.0188,,keep,missing=5.9%; target_corr=-0.019
PREV_INST_NUM_INSTALMENT_VERSION_SUM_MEAN,float64,5.89,False,False,False,-0.015,,keep,missing=5.9%; target_corr=-0.015
PREV_NAME_CASH_LOAN_PURPOSE_NUNIQUE,float64,5.35,False,False,False,0.0368,,keep,missing=5.4%; target_corr=0.037
PREV_NAME_CLIENT_TYPE_NUNIQUE,float64,5.35,False,False,False,0.0016,,keep,missing=5.4%; target_corr=0.002
PREV_NAME_CONTRACT_STATUS_NUNIQUE,float64,5.35,False,False,False,0.0415,,keep,missing=5.4%; target_corr=0.042
PREV_NAME_CONTRACT_TYPE_NUNIQUE,float64,5.35,False,False,False,0.0256,,keep,missing=5.4%; target_corr=0.026
PREV_NAME_GOODS_CATEGORY_NUNIQUE,float64,5.35,False,False,False,-0.0196,,keep,missing=5.4%; target_corr=-0.020
PREV_NAME_PAYMENT_TYPE_NUNIQUE,float64,5.35,False,False,False,0.0158,,keep,missing=5.4%; target_corr=0.016
PREV_NAME_PORTFOLIO_NUNIQUE,float64,5.35,False,False,False,0.0279,,keep,missing=5.4%; target_corr=0.028
PREV_NAME_PRODUCT_TYPE_NUNIQUE,float64,5.35,False,False,False,0.0289,,keep,missing=5.4%; target_corr=0.029
PREV_NAME_SELLER_INDUSTRY_NUNIQUE,float64,5.35,False,False,False,-0.0128,,keep,missing=5.4%; target_corr=-0.013
PREV_NAME_TYPE_SUITE_NUNIQUE,float64,5.35,False,False,False,-0.0198,,keep,missing=5.4%; target_corr=-0.020
PREV_NAME_YIELD_GROUP_NUNIQUE,float64,5.35,False,False,False,-0.0063,,keep,missing=5.4%; target_corr=-0.006
PREV_NFLAG_INSURED_ON_APPROVAL_MAX,float64,5.77,False,False,False,-0.0101,,keep,missing=5.8%; target_corr=-0.010
PREV_NFLAG_INSURED_ON_APPROVAL_MEAN,float64,5.77,False,False,False,-0.0006,,keep,missing=5.8%; target_corr=-0.001
PREV_NFLAG_INSURED_ON_APPROVAL_MIN,float64,5.77,False,False,False,0.0113,,keep,missing=5.8%; target_corr=0.011
PREV_NFLAG_INSURED_ON_APPROVAL_STD,float64,31.66,False,False,False,0.0024,,keep,missing=31.7%; target_corr=0.002
PREV_NFLAG_INSURED_ON_APPROVAL_SUM,float64,5.35,False,False,False,-0.0143,,keep,missing=5.4%; target_corr=-0.014
PREV_NFLAG_LAST_APPL_IN_DAY_MEAN,float64,5.35,False,False,False,-0.0038,,keep,missing=5.4%; target_corr=-0.004
PREV_NFLAG_LAST_APPL_IN_DAY_MIN,float64,5.35,False,False,False,-0.0041,,keep,missing=5.4%; target_corr=-0.004
PREV_NFLAG_LAST_APPL_IN_DAY_STD,float64,22.43,False,False,False,0.0038,PREV_NFLAG_LAST_APPL_IN_DAY_MIN (corr=0.965),keep,"missing=22.4%; target_corr=0.004; redundant_with=[PREV_NFLAG_LAST_APPL_IN_DAY_MIN (corr=0.965)] (kept, monitor for linear models)"
PREV_NFLAG_LAST_APPL_IN_DAY_SUM,float64,5.35,False,False,False,0.0206,PREV_HOUR_APPR_PROCESS_START_SUM (corr=0.957),keep,"missing=5.4%; target_corr=0.021; redundant_with=[PREV_HOUR_APPR_PROCESS_START_SUM (corr=0.957)] (kept, monitor for linear models)"
PREV_POS_CNT_INSTALMENT_FUTURE_MAX_MAX,float64,6.69,False,False,False,0.0146,PREV_POS_CNT_INSTALMENT_MAX_MAX (corr=0.999); PREV_POS_CNT_INSTALMENT_MEAN_MAX (corr=0.983); PREV_POS_CNT_INSTALMENT_FUTURE_MEAN_MAX (corr=0.965),keep,"missing=6.7%; target_corr=0.015; redundant_with=[PREV_POS_CNT_INSTALMENT_MAX_MAX (corr=0.999); PREV_POS_CNT_INSTALMENT_MEAN_MAX (corr=0.983); PREV_POS_CNT_INSTALMENT_FUTURE_MEAN_MAX (corr=0.965)] (kept, monitor for linear models)"
PREV_POS_CNT_INSTALMENT_FUTURE_MAX_MEAN,float64,6.69,False,False,False,0.0281,PREV_POS_CNT_INSTALMENT_MAX_MEAN (corr=0.998); PREV_POS_CNT_INSTALMENT_MEAN_MEAN (corr=0.985); PREV_POS_CNT_INSTALMENT_FUTURE_MEAN_MEAN (corr=0.965),keep,"missing=6.7%; target_corr=0.028; redundant_with=[PREV_POS_CNT_INSTALMENT_MAX_MEAN (corr=0.998); PREV_POS_CNT_INSTALMENT_MEAN_MEAN (corr=0.985); PREV_POS_CNT_INSTALMENT_FUTURE_MEAN_MEAN (corr=0.965)] (kept, monitor for linear models)"
PREV_POS_CNT_INSTALMENT_FUTURE_MEAN_MAX,float64,6.69,False,False,False,0.019,PREV_POS_CNT_INSTALMENT_MEAN_MAX (corr=0.966); PREV_POS_CNT_INSTALMENT_MAX_MAX (corr=0.963),keep,"missing=6.7%; target_corr=0.019; redundant_with=[PREV_POS_CNT_INSTALMENT_MEAN_MAX (corr=0.966); PREV_POS_CNT_INSTALMENT_MAX_MAX (corr=0.963)] (kept, monitor for linear models)"
PREV_POS_CNT_INSTALMENT_FUTURE_MEAN_MEAN,float64,6.69,False,False,False,0.0318,PREV_POS_CNT_INSTALMENT_MAX_MEAN (corr=0.963); PREV_POS_CNT_INSTALMENT_MEAN_MEAN (corr=0.958),keep,"missing=6.7%; target_corr=0.032; redundant_with=[PREV_POS_CNT_INSTALMENT_MAX_MEAN (corr=0.963); PREV_POS_CNT_INSTALMENT_MEAN_MEAN (corr=0.958)] (kept, monitor for linear models)"
PREV_POS_CNT_INSTALMENT_FUTURE_MIN_MAX,float64,6.69,False,False,False,0.0085,,keep,missing=6.7%; target_corr=0.009
PREV_POS_CNT_INSTALMENT_FUTURE_MIN_MEAN,float64,6.69,False,False,False,0.0179,,keep,missing=6.7%; target_corr=0.018
PREV_POS_CNT_INSTALMENT_FUTURE_STD_MAX,float64,6.78,False,False,False,0.0149,,keep,missing=6.8%; target_corr=0.015
